Customer_ID,Age,Income_Level,Number_of_Subscriptions,Avg_Usage_Hours_Per_Week,App_Switch_Frequency,Discount_Used,Customer_Support_Interactions,Payment_Mode,Tenure_Months,Device_Type,Satisfaction_Score,Monthly_Total_Spend,Will_Cancel_Next_3_Months
14944,63,High,12,9.8,10,1,9,Debit Card,42,iOS,5,1437.44,1
14945,56,High,8,11.1,4,0,5,UPI,5,Web,3,971.08,0
14946,52,Low,6,9.1,14,0,6,Wallet,31,Web,4,316.27,1
14947,47,Low,4,5.9,6,1,6,Wallet,43,Android,3,468.19,0
14948,34,High,11,12.4,5,0,4,Wallet,42,iOS,5,1166.71,0
14949,59,Low,8,10.0,0,0,1,Credit Card,23,Android,4,277.1,0
14950,64,Low,8,9.6,8,1,5,Wallet,46,Web,5,348.24,0
14951,46,Low,6,10.7,12,0,4,Credit Card,41,iOS,10,352.91,0
14952,23,High,8,7.2,2,1,5,Credit Card,20,iOS,5,1170.29,0
14953,34,Medium,12,9.7,11,1,2,UPI,24,Web,5,948.67,0
14954,34,Low,6,7.7,6,1,0,Credit Card,43,iOS,9,426.33,0
14955,31,Low,4,5.8,11,0,8,Credit Card,7,Android,1,257.55,1
14956,41,High,11,4.0,0,0,9,Wallet,7,iOS,9,1364.3,1
14957,54,Medium,12,2.0,14,1,0,Credit Card,45,Android,6,1051.73,1
14958,57,Medium,6,9.2,0,0,9,Wallet,46,iOS,6,448.06,0
14959,56,Low,9,5.8,10,1,8,Wallet,39,Android,7,507.41,1
14960,49,Medium,8,6.5,0,0,9,Credit Card,18,Android,8,721.41,0
14961,53,Low,7,5.7,12,0,3,UPI,27,Android,4,507.34,1
14962,54,Medium,5,3.4,11,0,7,Credit Card,20,iOS,9,327.14,1
14963,65,Low,7,11.2,14,1,5,UPI,33,iOS,2,346.71,1
14964,31,Low,1,14.1,3,0,7,UPI,17,Android,8,192.75,0
14965,44,Medium,8,2.6,0,1,7,UPI,24,Web,1,753.32,1
14966,36,High,5,9.2,12,0,1,Debit Card,19,Android,8,795.77,0
14967,48,Medium,7,4.4,13,0,2,Debit Card,47,iOS,4,491.18,1
14968,63,Low,7,10.4,0,0,8,Credit Card,16,Android,4,244.05,1
14969,26,Medium,8,12.2,8,0,1,Wallet,1,Android,5,826.81,0
14970,55,Medium,7,10.3,13,0,3,Credit Card,23,Web,6,559.4,0
14971,34,Medium,6,5.2,7,0,0,Wallet,3,Web,5,735.28,0
14972,36,Medium,12,5.9,4,1,3,Debit Card,46,Android,5,977.37,0
14973,61,Low,6,6.7,12,1,2,Wallet,37,Android,5,365.18,0
14974,21,Medium,5,10.1,1,0,3,UPI,3,iOS,3,585.77,0
14975,65,Low,5,7.3,6,0,2,UPI,43,Android,1,469.09,0
14976,28,High,4,10.1,11,0,4,Credit Card,22,Android,6,575.6,0
14977,39,Medium,7,8.0,0,0,3,UPI,33,Android,1,565.98,0
14978,21,Medium,12,7.8,10,1,8,UPI,16,Android,5,927.59,1
14979,34,Low,11,8.4,8,1,4,Credit Card,38,Android,5,652.35,0
14980,25,Low,3,7.9,0,1,4,Credit Card,45,Android,3,258.83,0
14981,63,Medium,5,3.3,2,1,1,Wallet,40,iOS,4,472.46,0
14982,51,Low,3,5.1,5,0,3,Credit Card,14,Android,10,235.32,0
14983,28,High,8,12.9,3,0,3,Credit Card,26,iOS,7,908.24,0
14984,48,Medium,5,9.4,1,0,4,Credit Card,14,Android,9,535.22,0
14985,28,Low,11,13.4,4,0,4,Debit Card,22,Android,8,473.57,0
14986,55,Low,10,5.3,9,0,3,Credit Card,43,Android,6,640.4,0
14987,38,Medium,6,8.0,0,0,9,Credit Card,43,Android,8,708.65,0
14988,63,Low,1,7.4,0,0,1,Wallet,31,Android,9,57.59,0
14989,47,Medium,11,4.9,14,0,6,Wallet,46,Android,9,872.29,1
14990,27,Medium,4,3.0,10,0,9,Credit Card,15,iOS,3,560.19,1
14991,43,Low,9,5.0,5,1,1,Credit Card,23,Android,3,538.78,0
14992,44,Medium,5,11.1,10,0,6,UPI,22,iOS,10,635.11,0
14993,25,Medium,1,6.6,8,1,8,Debit Card,9,Android,4,186.87,1
14994,56,High,4,7.1,9,0,7,UPI,24,iOS,1,440.5,1
14995,25,Medium,12,8.0,6,1,8,Wallet,31,Web,2,929.0,1
14996,25,Medium,6,8.5,9,1,7,Debit Card,1,Android,8,592.29,0
14997,51,Low,7,7.1,3,0,1,Credit Card,41,Android,1,514.66,0
14998,33,Medium,7,6.8,13,0,8,UPI,38,Android,8,597.55,1
14999,58,Low,8,9.2,7,0,6,Debit Card,44,Android,7,615.13,0
15000,30,Medium,5,12.9,0,1,3,UPI,13,Web,2,563.85,0
15001,40,Low,6,6.2,13,0,9,Debit Card,42,iOS,7,333.03,0
15002,29,Medium,11,3.4,12,0,6,Debit Card,11,Android,1,719.86,1
15003,44,Low,11,6.1,4,1,8,Debit Card,5,iOS,7,621.38,0
15004,39,Medium,2,7.7,1,1,0,Wallet,6,Android,9,322.27,0
15005,49,Medium,12,2.5,10,0,3,Wallet,31,iOS,1,1002.86,1
15006,44,Medium,10,8.3,2,0,8,UPI,17,Android,5,870.98,0
15007,19,High,12,9.7,9,0,9,UPI,32,Web,8,1370.13,1
15008,62,Medium,2,4.9,3,0,3,UPI,26,Android,5,202.11,0
15009,50,Low,3,7.1,0,0,6,UPI,31,Android,7,321.0,0
15010,43,Medium,4,10.0,4,1,1,Credit Card,27,Android,2,460.49,0
15011,45,Medium,6,7.9,9,0,2,Wallet,26,Android,1,548.91,0
15012,36,Medium,6,8.5,5,0,7,Credit Card,19,iOS,5,554.24,0
15013,60,High,3,7.7,10,0,0,Credit Card,9,Android,1,405.25,0
15014,22,Low,1,8.3,0,0,2,Wallet,47,Web,4,440.34,0
15015,50,High,3,12.7,12,1,7,Wallet,8,iOS,9,572.2,0
15016,37,Low,4,9.7,3,0,5,UPI,5,Android,3,254.13,0
15017,47,Medium,9,1.9,1,0,9,Credit Card,43,iOS,7,791.69,1
15018,62,Low,10,8.5,0,1,8,Wallet,21,Android,4,436.28,1
15019,25,Low,8,13.3,13,0,4,Wallet,23,Android,9,446.86,0
15020,55,High,4,8.1,4,1,8,Credit Card,19,Web,6,639.84,0
15021,34,Medium,7,2.6,11,1,8,Credit Card,10,Android,5,728.59,1
15022,61,High,9,4.9,10,1,9,UPI,42,Android,10,988.47,1
15023,18,Low,2,7.7,0,0,7,Wallet,35,Android,2,192.56,0
15024,20,Medium,3,5.6,13,1,9,Credit Card,23,Android,5,415.23,0
15025,63,Medium,1,12.9,7,1,0,Credit Card,38,iOS,3,211.06,0
15026,43,Low,8,4.8,1,1,7,Credit Card,27,Android,9,463.38,1
15027,48,Low,2,7.9,4,0,7,Debit Card,36,iOS,8,46.08,0
15028,25,Low,7,8.0,14,1,9,UPI,30,Android,3,314.35,1
15029,60,High,7,12.6,14,1,9,Wallet,36,Android,8,1003.78,1
15030,63,Medium,11,7.7,2,0,2,Debit Card,28,iOS,3,922.72,0
15031,25,Medium,3,11.4,5,0,8,Wallet,5,iOS,10,321.85,0
15032,52,Low,2,7.2,5,0,7,Debit Card,7,Android,10,206.68,0
15033,56,Low,3,7.6,7,1,9,Wallet,17,Android,5,494.37,0
15034,45,Medium,12,6.9,10,1,6,UPI,12,iOS,4,1055.22,1
15035,21,High,8,2.8,4,0,1,Wallet,7,iOS,1,946.92,1
15036,33,Medium,12,11.0,4,1,0,Debit Card,45,Android,8,979.88,0
15037,30,Medium,9,10.2,4,0,4,Debit Card,19,Android,7,634.63,0
15038,37,Medium,11,7.9,8,0,0,Wallet,43,Android,5,778.78,0
15039,22,High,8,6.6,1,0,3,Wallet,36,Android,5,944.12,0
15040,54,Medium,11,4.3,2,0,3,Wallet,18,iOS,5,812.45,0
15041,37,High,2,6.4,14,1,1,Wallet,23,iOS,2,456.0,0
15042,41,Low,12,7.9,3,1,3,Credit Card,12,iOS,7,496.02,0
15043,53,Medium,9,8.9,12,1,0,Credit Card,46,Android,9,656.64,0
15044,51,Medium,6,9.4,6,0,1,Wallet,16,iOS,1,476.69,0
15045,62,Medium,12,5.3,9,0,7,Credit Card,2,iOS,3,832.29,1
15046,65,Medium,2,5.4,11,1,3,Wallet,40,Android,5,439.97,0
15047,51,Low,9,7.8,0,1,3,UPI,23,Android,1,328.66,0
15048,36,Low,5,7.0,2,0,7,Debit Card,34,Android,3,198.09,0
15049,34,High,6,10.0,9,0,8,UPI,1,Android,7,920.74,0
15050,22,Low,1,3.8,6,1,7,Debit Card,9,iOS,3,134.83,1
15051,42,High,12,9.7,7,0,0,UPI,12,Android,9,1511.61,0
15052,35,Medium,2,8.2,1,1,7,Debit Card,31,iOS,2,357.98,0
15053,25,Medium,1,6.1,10,1,8,Debit Card,47,Android,10,331.46,0
15054,44,High,4,9.0,2,0,3,Debit Card,10,Android,9,477.66,0
15055,32,Medium,2,9.8,13,1,7,Credit Card,30,iOS,2,437.23,1
15056,62,Medium,1,2.3,6,0,9,Credit Card,29,Android,10,254.64,0
15057,30,Low,3,13.8,12,1,4,Debit Card,9,Web,10,256.3,0
15058,33,High,4,7.9,6,0,0,Wallet,14,Android,8,652.25,0
15059,39,Medium,4,9.4,2,1,6,Debit Card,37,Web,6,446.2,0
15060,37,Medium,3,9.3,9,1,1,Debit Card,21,Android,9,310.07,0
15061,30,Medium,2,8.5,4,1,4,Wallet,44,iOS,1,445.05,0
15062,37,Low,12,6.4,6,0,0,Credit Card,37,Android,3,462.85,0
15063,19,High,8,8.3,2,1,4,Debit Card,8,Android,7,802.88,0
15064,52,Low,10,8.0,7,0,5,Wallet,47,Android,7,543.48,0
15065,64,Low,11,8.9,11,1,8,Wallet,11,iOS,6,600.11,1
15066,36,Low,2,12.6,14,0,9,Wallet,8,Web,8,271.88,0
15067,62,Low,5,7.1,3,0,2,Wallet,33,iOS,9,297.68,0
15068,54,Medium,7,5.2,10,0,2,UPI,38,Android,7,477.06,0
15069,23,Low,9,8.1,13,0,0,Debit Card,39,Android,4,514.14,1
15070,31,Low,12,5.8,6,1,5,Credit Card,9,Android,9,529.7,0
15071,21,Low,3,4.7,1,0,3,Credit Card,4,Android,2,257.11,0
15072,39,Medium,1,5.8,4,1,1,UPI,38,Android,4,176.13,0
15073,56,Medium,9,3.8,5,1,3,Wallet,15,Android,3,579.23,1
15074,53,Medium,1,4.1,12,0,8,UPI,21,iOS,5,196.47,1
15075,51,Medium,8,12.4,12,0,2,Wallet,39,Android,9,638.26,0
15076,44,Medium,2,11.2,0,1,7,UPI,11,Web,4,326.58,0
15077,24,Low,7,7.9,10,0,4,Credit Card,19,Android,7,520.97,0
15078,20,High,12,4.8,13,1,4,Wallet,40,Android,2,1335.36,1
15079,64,Low,3,2.4,8,1,6,Debit Card,10,Android,6,236.0,1
15080,50,Low,6,7.2,13,0,4,Debit Card,2,Android,6,268.03,0
15081,19,Medium,6,9.9,8,0,6,UPI,6,iOS,10,547.35,0
15082,59,Medium,4,7.6,3,1,1,Wallet,25,Web,5,365.71,0
15083,33,High,8,10.8,4,1,0,Wallet,8,Android,6,908.41,0
15084,42,Low,12,6.7,8,1,9,UPI,13,Android,6,553.31,1
15085,32,Medium,12,7.1,14,1,6,Wallet,28,Android,4,976.62,1
15086,41,Medium,5,9.6,9,0,4,Credit Card,39,Android,1,579.81,0
15087,32,Low,7,4.0,10,1,6,UPI,11,Android,2,344.63,1
15088,48,Low,5,8.6,1,1,0,UPI,23,Android,6,306.28,0
15089,31,Medium,12,8.5,4,1,6,Credit Card,8,Android,7,1092.55,0
15090,31,Low,4,7.3,3,0,0,Debit Card,43,Web,10,333.61,0
15091,23,Low,6,12.0,1,1,2,Debit Card,5,iOS,4,383.67,0
15092,31,Low,3,10.1,1,1,2,Debit Card,40,Web,8,362.43,0
15093,34,Low,6,3.2,13,0,2,Wallet,32,Android,5,473.34,0
15094,35,Low,6,6.9,14,1,4,Wallet,40,iOS,9,398.3,0
15095,37,Low,11,5.9,8,0,1,UPI,18,Android,6,355.69,0
15096,34,Low,11,7.6,9,0,0,Credit Card,9,Web,2,403.34,1
15097,33,High,6,5.0,11,0,5,Wallet,5,Android,5,831.94,0
15098,57,Low,11,4.8,7,0,9,UPI,17,Android,5,585.04,1
15099,56,Medium,3,7.5,9,1,9,Credit Card,7,Android,5,283.94,0
15100,49,High,8,8.2,9,0,3,Credit Card,35,Android,8,1047.6,0
15101,61,High,4,5.5,7,1,0,Debit Card,23,Android,3,408.56,0
15102,26,Low,11,5.2,7,1,8,Debit Card,10,Android,4,393.96,1
15103,44,Low,2,3.2,4,0,6,Credit Card,17,iOS,6,156.1,0
15104,63,Medium,7,9.0,13,1,5,UPI,21,Android,9,809.57,0
15105,50,High,11,6.8,3,0,3,Wallet,10,iOS,10,1360.47,0
15106,27,Low,8,6.2,9,0,6,Credit Card,15,iOS,3,488.87,1
15107,34,Medium,11,10.5,12,0,6,Wallet,6,iOS,1,869.41,1
15108,53,High,4,0.3,2,1,7,Credit Card,10,Web,10,591.81,0
15109,34,Medium,6,9.6,1,0,8,Debit Card,25,Android,8,531.06,0
15110,35,Medium,8,12.3,9,1,9,Wallet,26,iOS,4,572.02,1
15111,40,Medium,5,1.7,4,0,0,Debit Card,20,iOS,9,519.25,0
15112,51,Low,9,2.1,13,0,2,Wallet,38,Android,2,327.95,1
15113,25,Medium,6,3.6,7,1,5,UPI,8,Android,10,540.03,0
15114,30,Medium,6,4.4,4,1,4,Wallet,38,Android,10,615.4,0
15115,40,Medium,12,11.0,6,1,9,Debit Card,17,Android,1,925.39,1
15116,37,High,2,7.2,4,0,8,Wallet,19,Android,8,534.26,0
15117,39,Medium,7,14.1,9,0,9,Credit Card,34,iOS,7,419.69,1
15118,64,Low,9,6.9,8,1,1,UPI,28,Web,8,344.47,0
15119,40,Medium,5,7.1,7,0,3,UPI,32,iOS,7,527.84,0
15120,58,Medium,5,12.0,7,0,4,UPI,44,iOS,9,479.51,0
15121,52,Medium,12,0.3,0,0,5,UPI,23,Web,8,893.97,0
15122,20,Medium,11,8.3,4,1,9,Debit Card,21,Web,1,1025.58,1
15123,51,Medium,5,9.6,8,1,2,Debit Card,11,Web,4,415.36,0
15124,50,Medium,1,11.3,10,0,1,UPI,12,Android,10,236.75,0
15125,63,Medium,5,10.7,7,0,7,Debit Card,45,Android,4,435.73,0
15126,34,High,10,8.8,0,1,8,Debit Card,33,iOS,9,1111.13,0
15127,62,Low,8,11.9,8,0,1,Wallet,3,Android,9,473.41,0
15128,36,Low,3,12.1,9,1,2,Wallet,26,Android,10,366.72,0
15129,47,Medium,9,9.9,13,0,5,Debit Card,23,Android,8,688.83,0
15130,40,High,9,5.0,0,0,4,Wallet,20,Android,9,991.18,0
15131,32,Low,6,8.5,4,0,7,Credit Card,38,Android,4,320.6,0
15132,31,Low,4,10.5,14,0,4,Wallet,5,Android,4,230.98,0
15133,19,High,4,7.2,9,0,8,Credit Card,2,Web,1,633.92,1
15134,56,High,11,10.1,14,0,0,UPI,38,Web,10,1263.54,0
15135,35,High,1,7.8,0,0,5,Debit Card,24,Android,3,291.82,0
15136,23,Low,10,6.3,14,1,6,UPI,39,Android,8,432.28,1
15137,49,High,5,8.4,7,1,1,UPI,35,Android,2,629.19,0
15138,38,Medium,5,3.9,10,0,5,Credit Card,27,Android,1,340.91,1
15139,57,Medium,5,8.8,1,1,0,Wallet,28,Android,9,489.77,0
15140,45,Low,12,5.9,5,0,2,Debit Card,19,iOS,7,655.89,0
15141,44,Medium,1,9.7,1,0,1,Wallet,40,Android,6,64.19,0
15142,19,Low,1,4.6,1,0,6,Debit Card,3,iOS,9,72.19,0
15143,50,Low,10,13.7,0,0,8,Wallet,14,iOS,3,518.69,1
15144,33,Medium,12,4.9,5,0,2,Credit Card,31,Android,9,806.92,0
15145,56,Low,2,10.6,4,0,2,Wallet,36,Android,2,337.0,0
15146,39,Low,1,7.6,3,0,8,Credit Card,6,Android,2,80.16,0
15147,60,Medium,8,9.6,13,1,8,UPI,37,Android,3,784.31,1
15148,64,Medium,12,10.2,11,0,7,Debit Card,22,Android,6,973.97,1
15149,30,Low,12,7.4,3,0,2,Wallet,25,Android,5,645.48,0
15150,19,Medium,4,7.5,8,0,9,Wallet,29,iOS,7,591.01,0
15151,31,Medium,6,7.4,10,0,5,Wallet,25,Android,3,630.04,0
15152,55,Medium,8,2.1,1,0,3,Debit Card,2,Web,1,796.88,1
15153,58,Medium,5,10.5,9,0,5,Debit Card,45,Android,10,421.08,0
15154,45,Medium,6,8.1,6,0,7,Debit Card,35,iOS,8,528.04,0
15155,24,Low,4,7.0,13,0,4,Credit Card,19,iOS,6,241.91,0
15156,35,Low,6,7.6,4,0,3,Wallet,5,Android,3,450.0,0
15157,58,Medium,6,6.7,14,0,9,Debit Card,33,iOS,3,602.08,1
15158,53,High,3,1.9,13,0,1,UPI,27,iOS,9,576.64,0
15159,58,Low,4,6.7,9,1,0,Wallet,18,iOS,8,372.74,0
15160,53,Medium,6,8.0,12,1,0,Debit Card,5,iOS,6,554.11,0
15161,61,High,8,5.6,13,0,8,Debit Card,8,iOS,3,987.98,1
15162,21,High,7,8.2,8,0,8,UPI,41,Web,5,1065.27,1
15163,47,Low,4,10.5,3,0,9,Debit Card,44,iOS,8,214.25,0
15164,41,Medium,3,6.2,5,0,1,Wallet,19,Android,10,289.98,0
15165,37,Low,11,3.7,14,1,0,Credit Card,11,Android,5,502.52,1
15166,63,Medium,8,8.1,12,0,5,UPI,34,Android,5,512.13,0
15167,48,Low,6,9.3,12,1,4,Credit Card,16,iOS,2,440.86,0
15168,41,Medium,12,13.2,1,0,1,Wallet,18,iOS,1,832.32,0
15169,24,High,8,6.5,0,1,4,Debit Card,34,iOS,1,1004.62,0
15170,43,High,9,8.1,11,0,1,Debit Card,12,Web,2,1269.1,1
15171,30,High,9,11.6,0,1,1,Credit Card,12,Android,6,1076.17,0
15172,25,Low,10,5.4,3,1,6,Debit Card,26,iOS,3,449.27,1
15173,22,Low,11,9.7,10,1,7,Wallet,29,Android,3,564.56,1
15174,61,Medium,9,9.6,8,0,8,UPI,9,iOS,6,801.37,1
15175,30,Medium,10,9.9,2,0,4,Credit Card,46,Android,4,956.83,0
15176,46,Low,1,6.2,11,1,4,Credit Card,30,Android,10,155.28,0
15177,37,Medium,12,5.2,12,0,7,Wallet,37,Android,2,842.86,1
15178,31,High,3,7.2,2,1,0,Wallet,11,Android,7,441.52,0
15179,49,High,9,8.0,14,0,4,UPI,11,Android,4,1076.09,1
15180,44,Low,4,4.0,14,1,8,Wallet,32,Android,9,378.51,1
15181,42,Medium,10,9.6,11,1,3,Credit Card,44,iOS,2,847.27,1
15182,21,Medium,12,10.5,11,0,3,Wallet,20,Android,2,788.06,1
15183,38,High,2,4.3,6,1,8,Credit Card,42,iOS,4,432.02,1
15184,35,Medium,1,10.7,7,0,6,Credit Card,36,Android,1,307.11,0
15185,56,High,5,4.5,10,1,1,Debit Card,39,Android,7,902.36,0
15186,32,Medium,4,5.8,5,1,1,Wallet,43,Android,10,352.44,0
15187,55,High,5,8.1,0,0,7,Debit Card,46,Android,3,705.05,0
15188,65,Medium,11,8.3,5,0,3,Wallet,15,iOS,2,716.41,0
15189,41,High,5,12.1,7,0,9,Credit Card,46,iOS,2,630.69,0
15190,25,High,8,9.9,4,0,4,Wallet,2,Android,9,1148.32,0
15191,45,Low,6,8.8,7,0,0,Debit Card,31,Android,6,291.09,0
15192,38,Low,3,6.0,11,0,3,UPI,5,Android,6,174.29,0
15193,33,High,9,6.5,0,0,5,Wallet,25,iOS,9,1024.98,0
15194,33,Low,8,5.1,11,0,6,Credit Card,35,Android,9,501.27,1
15195,52,Medium,9,6.6,3,1,5,UPI,28,iOS,10,784.98,0
15196,34,High,4,13.2,14,0,1,Credit Card,40,iOS,4,590.53,0
15197,26,High,8,7.7,11,0,6,UPI,11,Android,2,1058.23,1
15198,52,Low,11,8.5,8,0,3,Wallet,1,iOS,5,457.97,0
15199,46,Medium,3,6.7,9,1,6,Wallet,38,Android,6,335.96,0
15200,56,Medium,5,5.2,4,1,9,Wallet,19,iOS,3,377.8,0
15201,35,Low,7,8.4,12,0,1,Credit Card,27,Android,10,413.51,0
15202,29,High,1,8.4,9,0,2,UPI,19,Android,5,34.87,0
15203,36,Medium,1,11.5,11,1,4,Debit Card,3,Android,9,288.07,0
15204,65,High,3,6.5,9,0,3,Credit Card,4,Android,5,581.34,0
15205,39,Low,4,6.7,13,0,4,Credit Card,42,iOS,6,289.13,0
15206,32,Medium,1,5.7,2,1,9,Credit Card,4,Android,9,126.15,0
15207,18,High,8,8.7,2,0,9,Debit Card,15,iOS,9,958.82,0
15208,19,Medium,2,11.2,8,0,3,UPI,30,Android,6,229.38,0
15209,25,Low,11,11.1,0,0,2,Credit Card,1,Android,9,353.12,0
15210,39,High,5,13.1,10,1,4,Wallet,33,Android,10,629.12,0
15211,42,High,6,4.2,5,1,2,UPI,8,iOS,7,803.95,0
15212,19,Medium,11,9.0,5,0,6,Credit Card,22,Android,6,935.09,0
15213,26,Medium,6,9.3,9,1,4,Wallet,5,iOS,2,506.02,0
15214,26,Low,6,3.6,14,1,4,UPI,17,iOS,10,432.32,0
15215,30,High,11,10.9,7,0,8,Credit Card,32,Android,7,1325.33,0
15216,23,High,1,1.1,13,0,4,Wallet,9,Android,1,291.92,1
15217,47,Low,3,7.3,7,0,4,Debit Card,13,Android,1,76.31,0
15218,32,Low,3,3.0,0,0,0,Wallet,40,Android,9,349.27,0
15219,32,High,8,17.1,6,0,2,Debit Card,46,Android,5,947.21,0
15220,24,Low,6,7.7,9,0,0,UPI,15,Web,2,433.21,0
15221,28,High,2,10.8,0,1,5,UPI,21,Android,4,503.78,0
15222,57,High,1,8.1,7,1,1,UPI,15,Android,3,222.96,0
15223,55,High,4,5.9,4,0,4,Debit Card,16,Web,3,698.5,0
15224,57,Medium,1,11.3,1,1,8,Debit Card,2,Android,8,241.94,0
15225,19,Medium,5,7.9,2,0,5,Wallet,26,Android,8,520.85,0
15226,65,Low,12,4.5,10,1,6,Credit Card,44,Web,1,391.25,1
15227,56,Medium,11,6.1,13,0,8,Debit Card,42,iOS,10,1003.06,1
15228,27,Medium,8,5.0,14,1,5,UPI,23,Android,10,576.27,0
15229,61,Medium,10,7.7,8,1,6,Debit Card,33,Android,8,969.78,1
15230,34,Low,2,7.2,1,1,2,Credit Card,44,Android,10,286.49,0
15231,24,Low,8,7.4,3,0,3,Wallet,39,Android,10,585.6,0
15232,57,Low,8,9.4,6,0,2,Credit Card,46,iOS,8,407.29,0
15233,56,High,6,16.0,7,1,5,UPI,46,Android,5,697.64,0
15234,21,Medium,8,8.2,10,1,4,UPI,15,Web,3,682.11,1
15235,52,Low,2,5.6,2,1,0,Debit Card,21,Android,5,210.7,0
15236,64,Medium,7,14.8,9,0,9,UPI,4,iOS,2,782.99,1
15237,53,Low,12,12.4,9,0,9,Debit Card,37,Android,9,575.55,1
15238,48,High,8,9.7,8,0,6,UPI,5,iOS,2,1010.87,1
15239,42,Medium,4,8.4,7,0,1,UPI,33,Web,4,451.99,0
15240,58,Low,9,9.2,5,0,4,Wallet,28,iOS,6,487.19,0
15241,30,Low,11,1.0,13,0,8,UPI,8,iOS,8,616.32,1
15242,35,High,6,3.2,11,1,3,Credit Card,22,Android,7,805.01,0
15243,38,Medium,12,10.6,7,1,5,UPI,9,Android,10,817.01,0
15244,65,Low,3,12.3,14,0,3,UPI,16,Android,7,356.2,0
15245,18,Medium,4,2.6,10,1,6,UPI,44,iOS,10,298.15,1
15246,53,Low,12,5.4,9,1,8,Wallet,33,iOS,8,700.81,1
15247,25,Low,4,6.0,7,1,5,UPI,42,iOS,2,322.07,0
15248,65,High,1,5.2,2,0,9,Wallet,45,iOS,7,338.91,0
15249,38,Low,10,8.9,6,1,9,UPI,5,Android,3,394.96,1
15250,60,High,1,10.2,7,0,2,Debit Card,12,iOS,6,233.22,0
15251,38,Medium,1,4.9,11,1,7,Credit Card,43,iOS,8,328.59,1
15252,44,Low,4,3.7,5,0,8,Debit Card,38,Android,7,270.04,0
15253,36,High,1,4.5,5,0,0,Debit Card,22,Android,9,486.21,0
15254,40,Medium,6,6.6,6,0,7,UPI,3,Android,3,471.88,0
15255,60,Medium,2,12.8,12,0,5,Debit Card,42,iOS,8,178.42,0
15256,52,High,1,8.2,12,0,0,UPI,37,Web,10,153.6,0
15257,57,High,7,13.8,3,0,8,Debit Card,44,iOS,1,878.78,1
15258,59,Low,6,10.4,9,0,0,Debit Card,3,Android,8,540.56,0
15259,65,Low,1,6.1,12,0,7,Debit Card,7,iOS,5,384.21,0
15260,22,Medium,12,8.4,14,0,0,UPI,12,Android,3,1210.47,1
15261,58,Low,10,6.4,14,0,7,Wallet,47,Android,8,471.1,1
15262,25,Medium,12,4.7,9,0,1,Credit Card,11,Android,4,1010.79,1
15263,28,Low,9,7.1,8,1,1,Credit Card,1,iOS,9,502.18,0
15264,33,Medium,6,10.4,2,1,9,Credit Card,5,iOS,5,693.52,0
15265,56,Low,2,6.3,6,1,7,Credit Card,23,Web,7,306.62,0
15266,64,High,7,7.3,8,0,3,UPI,46,Android,9,826.29,0
15267,41,Medium,3,6.2,7,1,6,Debit Card,19,Web,9,356.89,0
15268,38,Low,7,12.1,6,0,9,Wallet,8,iOS,3,372.59,1
15269,40,High,9,7.5,14,1,9,Wallet,13,Android,10,913.17,1
15270,55,Low,5,7.0,12,0,9,UPI,46,Android,4,550.47,1
15271,64,Medium,1,7.1,4,1,4,Wallet,42,iOS,1,358.0,0
15272,25,Low,5,9.0,1,1,1,Credit Card,13,Android,2,703.82,0
15273,24,High,8,8.3,12,1,1,UPI,24,Android,2,821.15,1
15274,19,Medium,8,10.9,1,0,7,UPI,43,iOS,8,725.15,0
15275,47,Low,3,6.9,3,1,2,UPI,11,Android,4,442.18,0
15276,30,High,4,13.3,4,0,9,Credit Card,32,iOS,5,543.6,0
15277,40,Low,12,5.8,11,1,7,Debit Card,28,iOS,10,400.1,1
15278,46,High,8,8.4,3,0,2,Debit Card,3,Android,2,858.41,0
15279,55,Low,8,9.4,13,0,4,Debit Card,28,Web,6,437.18,0
15280,54,High,7,7.9,10,1,2,UPI,39,iOS,5,900.2,0
15281,37,Medium,6,8.0,13,0,0,Debit Card,19,Android,7,648.97,0
15282,50,High,4,5.4,1,0,8,Debit Card,45,iOS,9,450.0,0
15283,46,High,10,10.0,3,1,4,Credit Card,15,Android,6,1258.91,0
15284,32,High,9,8.5,10,1,2,UPI,6,Android,6,1054.32,0
15285,40,Medium,2,8.1,12,0,3,Wallet,25,Android,8,291.11,0
15286,59,High,2,2.3,4,0,5,UPI,47,Android,1,226.99,0
15287,20,Medium,1,9.7,3,1,7,Credit Card,30,iOS,8,294.24,0
15288,54,Low,11,9.9,5,1,1,Debit Card,5,Android,9,473.2,0
15289,46,High,12,-0.3,12,1,1,Credit Card,42,Android,8,1270.24,1
15290,62,Medium,3,9.9,9,0,2,Credit Card,2,iOS,2,349.81,0
15291,25,Low,3,7.3,6,0,5,Wallet,23,iOS,10,199.78,0
15292,39,Medium,4,3.0,4,1,8,UPI,21,iOS,1,409.61,1
15293,46,Medium,3,5.1,8,1,8,Wallet,5,Android,6,509.77,0
15294,19,Medium,10,4.3,12,0,9,UPI,43,Web,10,854.33,1
15295,58,Medium,6,5.5,3,1,8,Wallet,31,Web,4,539.09,0
15296,62,Low,9,9.6,10,0,8,Debit Card,26,Web,2,570.27,1
15297,18,Medium,8,9.8,9,0,5,Wallet,14,Web,3,616.0,1
15298,61,High,6,9.7,1,0,9,Wallet,34,iOS,7,735.36,0
15299,37,Medium,8,7.2,10,0,2,Wallet,26,Android,9,760.56,0
15300,38,Medium,8,15.9,9,0,4,Credit Card,43,Android,10,681.2,0
